"","sort(colSums(as.matrix(describe_text_dtm_tfidf2)), decreasing = TRUE)"
"news",0.258915102238447
"using",0.178831562092313
"bills",0.162523633090343
"phone",0.157246891756241
"corruption",0.147209856112225
"mobile",0.145331921705105
"datakit",0.1356639850446
"created",0.129448115937508
"bombing",0.126951619032561
"photo",0.126951619032561
"funes",0.122674880093521
"xcode",0.121383565566221
"use",0.114980435758457
"version",0.109498031349459
"map",0.10885943909951
"project",0.105236325599947
"phones",0.104831261170827
"video",0.104831261170827
"done",0.102802098742051
"plugins",0.10174798878345
"workflows",0.10174798878345
"searching",0.100703283442756
"risk",0.0981399040748169
"governments",0.0967673180038405
"civilian",0.095213714274421
"french",0.095213714274421
"satellite",0.095213714274421
"yemen",0.095213714274421
"data",0.0934871693738327
"engine",0.0911670917127004
"python",0.0911417857868364
"model",0.0910470600611926
"find",0.0869470631176955
"models",0.0844043122965154
"used",0.0843558908070038
"analysis",0.0821575966160186
"able",0.0795248306789759
"built",0.0780354417321638
"linear",0.0736049280561127
"regression",0.0736049280561127
"response",0.0736049280561127
"scheme",0.0736049280561127
"variable",0.0736049280561127
"visualization",0.0733073787296754
"across",0.0725754885028804
"homicides",0.0725754885028804
"local",0.0725754885028804
"mexico",0.0725754885028804
"api",0.0721017303279151
"country",0.0716617604498047
"database",0.0708275108002837
"bill",0.0696529856101469
"compared",0.0696529856101469
"system",0.0681865905647026
"additional",0.0678319925222999
"commandline",0.0678319925222999
"cookiecutter",0.0678319925222999
"gitlab",0.0678319925222999
"libraries",0.0678319925222999
"found",0.0676907784946045
"technologies",0.0672895107698303
"based",0.0669041119867374
"clusters",0.0652722946912698
"manipulative",0.0652722946912698
"modeling",0.0652722946912698
"topic",0.0652722946912698
"topics",0.0652722946912698
"know",0.0642866443877047
"like",0.0641925470478549
"new",0.0636772696948362
"evidence",0.0634758095162807
"friend",0.0634758095162807
"geolocated",0.0634758095162807
"images",0.0634758095162807
"martyna",0.0634758095162807
"mia",0.0634758095162807
"person",0.0634758095162807
"photos",0.0634758095162807
"presence",0.0634758095162807
"prove",0.0634758095162807
"raids",0.0634758095162807
"range",0.0634758095162807
"scam",0.0634758095162807
"social",0.0634758095162807
"weapons",0.0634758095162807
"story",0.0631905631556508
"framework",0.0631297955586044
"spincycle",0.0628987567024963
"people",0.0627949760102572
"way",0.0625699631002136
"step",0.0623260081710228
"available",0.0619295129415344
"google",0.0617904638989423
"users",0.061376190126421
"adobes",0.0606917827831105
"android",0.0606917827831105
"animation",0.0606917827831105
"app",0.0606917827831105
"apple",0.0606917827831105
"augmented",0.0606917827831105
"charts",0.0606917827831105
"constraints",0.0606917827831105
"converting",0.0606917827831105
"due",0.0606917827831105
"effects",0.0606917827831105
"experience",0.0606917827831105
"gdal",0.0606917827831105
"illustrator",0.0606917827831105
"iphones",0.0606917827831105
"netcdf",0.0606917827831105
"operating",0.0606917827831105
"particle",0.0606917827831105
"please",0.0606917827831105
"reality",0.0606917827831105
"rendered",0.0606917827831105
"responsive",0.0606917827831105
"scene",0.0606917827831105
"scenekit",0.0606917827831105
"swift",0.0606917827831105
"technological",0.0606917827831105
"times",0.0606917827831105
"visuals",0.0606917827831105
"webgl",0.0606917827831105
"york",0.0606917827831105
"readers",0.0604663005153824
"made",0.0598277082654333
"research",0.0598277082654333
"uses",0.0589976295668104
"recorded",0.0587061872754686
"files",0.058053569307547
"open",0.0576189199928914
"related",0.0574491477058227
"team",0.0571245796406742
"deaths",0.0569612378474411
"also",0.0565494992910634
"pieces",0.0562146900296356
"information",0.0561799962933418
"number",0.0559936453345221
"will",0.0548033301101803
"university",0.0547068928710424
"explain",0.0544629379418516
"understand",0.0544629379418516
"algorithmic",0.0536345987385628
"module",0.0536345987385628
"reusable",0.0536345987385628
"software",0.0536345987385628
"access",0.0524156305854136
"actions",0.0524156305854136
"addiction",0.0524156305854136
"analyse",0.0524156305854136
"around",0.0524156305854136
"aware",0.0524156305854136
"collected",0.0524156305854136
"confirmed",0.0524156305854136
"crossing",0.0524156305854136
"curvature",0.0524156305854136
"dataviz",0.0524156305854136
"detailed",0.0524156305854136
"diagrams",0.0524156305854136
"explore",0.0524156305854136
"extensive",0.0524156305854136
"footage",0.0524156305854136
"graphics",0.0524156305854136
"habits",0.0524156305854136
"hong",0.0524156305854136
"hope",0.0524156305854136
"hours",0.0524156305854136
"impact",0.0524156305854136
"innovative",0.0524156305854136
"internet",0.0524156305854136
"kong",0.0524156305854136
"leads",0.0524156305854136
"queensland",0.0524156305854136
"spine",0.0524156305854136
"storytelling",0.0524156305854136
"streets",0.0524156305854136
"study",0.0524156305854136
"walking",0.0524156305854136
"well",0.0524156305854136
"zone",0.0524156305854136
"make",0.0521697616074578
"developed",0.0520778663329369
"called",0.0513918073483637
"two",0.0513918073483637
"identify",0.0509038974899821
"source",0.0498319357993059
"bidder",0.0490699520374085
"case",0.0490699520374085
"concentration",0.0490699520374085
